A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF
0.00059943,0.0013959,-0.00084569,-0.00012411,-0.00037109,0.0010102,0.00010089,-0.00037381,0.00061515,0.00012744,-0.00038377,0.00018638,0.00087898,0.00048003,0.00042371,8.32E-10,8.67E-09,4.25E-10,8.74E-09,8.98E-09,3.54E-09,2.58E-09,7.19E-09,3.24E-10,4.89E-09,4.27E-09,2.34E-09,1.55E-10,8.91E-09,2.25E-09,0.00058499,0
-0.00015094,-0.00064892,-0.0007224,0.001097,-0.0010222,0.00032664,0.00019209,0.0011865,-8.01E-05,7.78E-05,-0.00015672,-0.00057593,0.00012842,0.00057008,-0.0012075,4.26E-09,3.12E-09,3.40E-09,4.41E-09,7.86E-10,5.34E-09,6.00E-09,1.45E-09,5.62E-09,1.70E-09,8.50E-09,5.97E-09,3.66E-09,3.37E-09,8.08E-09,-0.00028283,1
-0.00032004,-0.00091461,0.00022058,-6.88E-05,-0.00038102,-0.00093896,-0.00013773,0.0005136,0.0005968,-0.00084115,0.0010558,0.0014555,0.00034539,5.47E-05,0.00012706,6.55E-09,7.37E-09,4.66E-09,1.26E-09,7.32E-09,7.25E-09,4.31E-09,4.72E-09,4.87E-09,1.38E-09,5.28E-09,4.46E-09,8.37E-09,1.76E-09,5.54E-09,0.0010236,1
-0.0010593,-0.0017139,0.00049051,-0.00025272,0.00039048,0.00040379,0.00026449,0.0011923,0.0003718,-0.00069097,-0.00017972,0.00076617,-0.00035225,0.00070848,0.00022608,8.72E-10,3.21E-09,5.17E-09,3.83E-10,6.12E-09,4.99E-09,5.77E-09,8.11E-09,6.13E-09,8.84E-09,5.73E-10,2.70E-09,1.67E-09,4.16E-10,3.91E-09,-0.00070098,1
0.00038528,-0.001224,-0.0002303,-0.0006709,0.0002646,-0.00060804,0.00056973,-0.0012093,-0.00050296,0.0014242,0.00035132,0.00024839,-0.00092131,0.0015641,-0.00037585,6.67E-09,7.35E-09,2.10E-11,4.89E-09,8.23E-09,7.78E-09,4.11E-09,4.91E-09,6.58E-09,3.61E-09,5.78E-09,5.74E-09,4.67E-09,1.22E-09,9.76E-09,-0.00063389,0
-6.08E-05,-0.00013197,-0.00011981,0.00032711,0.00074602,0.00071838,-1.78E-05,-0.00024828,-0.00051218,-1.77E-05,0.00034234,0.0013658,0.0015173,2.41E-05,-0.0014004,3.92E-09,9.28E-09,5.02E-09,2.47E-09,3.82E-09,8.57E-09,2.25E-09,8.17E-09,8.07E-09,6.34E-09,8.84E-09,7.90E-09,4.52E-11,9.22E-09,7.35E-09,0.0016536,1
-0.0003909,-0.0010038,0.00074636,7.38E-06,-0.00042287,-0.00013361,-0.00060334,0.0021112,-0.00077627,9.74E-05,0.00024822,0.00071189,-0.00026804,8.47E-05,-0.001342,1.43E-09,1.63E-09,9.20E-09,2.01E-10,9.85E-09,1.97E-09,1.69E-09,2.13E-09,7.15E-09,7.40E-09,4.30E-10,7.14E-09,4.44E-09,6.02E-10,7.40E-09,-0.00023355,1
0.00017673,8.02E-06,0.00074579,-0.00086518,6.86E-06,0.00035029,-0.00060567,-0.00054639,0.00067171,0.00031283,-0.00096156,-3.41E-05,-0.00070681,0.0005541,-0.00083447,9.71E-09,4.29E-09,3.15E-09,6.77E-09,6.14E-10,4.97E-09,9.22E-09,5.94E-09,7.22E-09,2.17E-09,7.23E-09,3.66E-09,5.83E-09,9.70E-09,8.26E-09,-0.0014496,0
-0.00029306,0.00056765,-0.00075888,0.00055935,-0.00024212,5.10E-05,-0.00058093,-0.00021388,0.0012157,-0.0011995,0.00024024,-0.00016066,-0.00068409,0.00070531,0.00028651,9.59E-09,5.31E-09,1.21E-09,4.00E-09,1.13E-09,2.38E-09,4.56E-09,7.17E-09,4.89E-10,4.53E-09,3.94E-09,9.48E-09,7.25E-09,6.39E-09,3.93E-10,-0.00029151,0
-6.50E-05,0.00055147,6.96E-05,0.00039126,0.00036617,6.06E-05,-0.00066991,-0.00020148,0.00030709,-0.00040686,-3.97E-05,0.0010678,-0.0010297,-0.00025041,0.00054087,9.38E-09,9.04E-09,2.08E-09,3.90E-09,8.07E-09,9.23E-09,5.10E-10,4.24E-09,8.81E-09,2.15E-09,6.94E-09,2.87E-09,5.59E-09,1.71E-09,8.74E-09,-0.00075251,1
-0.00017244,-0.00078061,0.00030212,0.00022008,0.00050952,0.00010976,0.00044442,-0.0012665,0.00036555,-0.00027633,0.00069115,-0.00046097,0.00017302,-0.00060197,-0.00017883,9.10E-09,8.63E-09,8.07E-09,3.59E-09,4.00E-09,8.69E-09,3.69E-09,9.16E-09,9.17E-09,1.19E-09,3.65E-09,2.73E-09,9.08E-09,9.77E-09,9.32E-09,0.00069601,1
0.00098782,0.00043763,-0.00018637,0.00058021,-0.00011246,0.0002338,-0.00060089,0.00055456,0.00022811,-0.00070009,-0.00056735,0.000177,-0.00052166,0.0014481,-8.19E-05,2.55E-09,2.47E-09,1.27E-09,4.33E-09,1.24E-09,6.38E-09,6.46E-11,6.30E-09,3.55E-09,2.17E-09,1.46E-09,5.27E-09,4.99E-09,8.09E-09,5.72E-09,-0.00088308,0
5.80E-05,0.00022262,-0.00050114,0.00054407,0.0012633,-0.00017988,-0.00082324,-3.51E-05,0.00059589,-6.03E-05,-0.00011688,0.00024216,0.00017955,0.00068076,0.00097826,6.32E-09,7.00E-09,6.37E-09,7.31E-09,3.72E-09,7.62E-09,9.90E-09,8.42E-09,4.02E-09,1.58E-09,2.34E-09,7.88E-10,1.33E-09,5.28E-09,7.95E-09,0.00025382,1
0.0011473,0.00056791,0.00055688,0.00065194,0.00039002,-0.00060304,-9.29E-05,-6.04E-05,0.00051078,0.00060231,0.00028343,-0.00021159,-0.0002595,0.00050489,0.00073007,1.05E-09,2.68E-09,2.81E-09,6.70E-09,9.28E-09,6.86E-09,8.52E-09,1.06E-10,2.42E-09,2.62E-10,7.89E-09,4.61E-10,1.59E-09,2.30E-09,4.26E-09,0.00018753,0
-0.00024743,-0.00057275,0.00076298,-0.001752,-0.0012989,5.28E-06,-0.00055169,0.0009874,2.09E-05,-4.77E-05,-0.00039979,-0.00046875,8.71E-05,-3.58E-05,-0.00011169,9.65E-09,9.23E-09,9.08E-09,1.76E-10,4.22E-09,2.80E-09,9.21E-09,9.45E-09,6.75E-09,8.66E-09,7.04E-09,9.39E-09,8.46E-09,3.12E-09,9.47E-09,-0.00055874,1
-0.00035718,0.00044506,-0.00064667,-0.0016612,-0.00078712,-0.00017161,0.00051309,0.00019415,-0.00084224,0.00037739,0.00014203,0.00039666,-6.03E-05,0.0014516,3.15E-05,7.26E-09,7.53E-09,4.21E-09,3.76E-09,4.53E-09,9.92E-09,3.73E-10,7.59E-09,3.31E-09,5.79E-09,4.30E-09,8.21E-09,2.34E-09,3.27E-09,5.60E-09,4.81E-05,1
-3.59E-05,-0.00027164,7.12E-05,0.00067263,0.0010534,0.001117,-0.00050736,0.0012751,0.00039041,8.83E-05,6.61E-05,0.00020371,-6.02E-05,-0.00010926,0.00053508,3.46E-09,8.80E-09,9.31E-10,4.31E-09,6.24E-09,8.11E-09,2.72E-09,4.00E-09,8.95E-09,1.22E-09,1.32E-11,1.75E-09,2.75E-09,8.10E-10,1.10E-09,0.0001032,0
0.00062657,-0.00063593,0.00047074,0.00035537,0.00045448,0.00038534,-0.00067425,-0.00074,0.00038211,-0.00040093,-0.00046525,0.00072995,0.00013923,0.00021179,-0.00046599,5.45E-10,3.94E-09,8.58E-09,7.70E-09,2.63E-10,9.10E-09,2.61E-09,5.41E-09,3.38E-09,9.93E-10,4.50E-09,5.50E-10,1.97E-09,8.04E-09,8.42E-09,-0.00034933,0
-0.00073631,8.50E-05,0.00050786,0.00052617,0.00093615,-0.00036133,6.20E-05,0.00029533,9.24E-05,-0.0010034,0.0005176,-4.15E-05,0.0011492,0.00072986,0.00035584,2.19E-09,2.54E-09,1.24E-09,9.95E-09,5.26E-09,9.79E-10,6.87E-09,3.29E-10,3.63E-09,5.25E-09,5.70E-09,6.45E-09,8.02E-09,5.66E-09,1.43E-09,0.0015654,0
-0.0002591,-0.00071649,5.34E-06,0.0011299,-0.00072903,-0.00039806,-0.00033667,-0.00087561,0.0011029,-0.00050747,0.00091247,9.74E-05,-0.0015472,0.00079938,0.0018138,2.96E-09,7.37E-09,2.61E-09,7.77E-10,8.19E-09,9.40E-09,6.08E-09,6.92E-09,2.14E-09,6.03E-09,9.93E-09,6.75E-09,6.45E-10,2.32E-09,6.07E-09,-0.00070097,0
0.00045362,-0.00040201,0.00012664,-0.00052769,0.00035521,0.0011783,-0.00073186,0.00024431,0.00053525,-0.00064173,-4.52E-05,-0.00010566,-0.00072036,0.00024496,-0.00068877,9.11E-09,9.79E-10,7.04E-09,6.13E-09,7.97E-10,5.88E-09,2.28E-09,4.90E-09,1.05E-10,2.14E-09,3.43E-10,4.19E-09,5.29E-09,7.92E-10,8.36E-09,-0.00066552,0
-0.0010129,0.00070924,-3.05E-05,0.0011357,0.00016576,0.00018922,0.00054942,-0.00031483,-0.00024823,0.00050199,-0.0011014,9.42E-06,0.00097714,-1.53E-05,-0.00028142,2.17E-09,2.82E-09,7.99E-09,5.32E-09,2.73E-09,8.90E-09,6.68E-09,1.72E-10,4.79E-09,2.54E-09,8.75E-09,6.10E-09,4.36E-09,7.85E-10,9.69E-09,-2.20E-05,1
3.94E-05,-0.00045452,0.00092749,0.00015587,-0.00028708,0.00047191,0.00066794,-0.001042,-0.00077259,-0.00081884,-0.0011108,-0.00087813,0.0013622,0.00056249,-0.0010283,1.53E-10,7.70E-09,8.86E-09,4.56E-09,6.88E-09,5.48E-09,3.81E-09,1.24E-09,6.31E-09,3.57E-09,8.82E-09,4.17E-09,3.82E-09,5.27E-09,4.82E-09,2.86E-05,0
-0.00095661,0.00055812,0.00059284,-0.00031718,-0.00065936,0.00058734,0.00021972,0.00063727,-0.0011029,-0.00016635,-3.36E-05,2.96E-05,0.00019196,-0.00045825,3.48E-05,1.81E-09,1.00E-09,7.99E-09,1.52E-09,7.26E-09,2.95E-09,2.49E-09,7.98E-09,3.42E-09,3.35E-09,4.97E-09,1.23E-09,9.33E-09,1.76E-09,3.57E-09,0.00013897,0
0.00032968,0.00065518,-0.0002253,3.18E-05,0.00019376,0.00097991,0.00031925,-0.00023749,-0.00076136,-7.84E-05,-0.00025462,-0.001045,-0.00011948,-0.00034862,-0.00044655,9.03E-09,4.97E-09,1.41E-09,9.60E-09,3.45E-09,6.28E-09,9.47E-10,1.34E-09,7.35E-09,2.31E-09,2.39E-09,6.92E-09,6.61E-09,2.56E-09,5.86E-09,-0.00018811,1
-0.00011327,-0.0014637,0.0011465,-0.00078301,-0.0006016,-6.99E-05,-0.00064816,-2.65E-05,-0.00087495,6.53E-05,-0.00053333,0.00012263,-0.00050198,-0.00055369,-5.58E-05,1.28E-09,8.07E-09,4.94E-10,2.88E-09,1.23E-09,8.36E-09,5.97E-09,3.57E-09,7.19E-09,3.07E-09,3.78E-09,1.91E-09,7.17E-09,7.20E-09,3.30E-09,-0.0012326,0
0.00011942,-0.00054386,6.26E-05,-0.0001922,0.00016655,-0.0003872,-0.00059884,0.00081023,-0.00055635,-0.00094052,0.00030804,5.94E-05,0.0013876,0.0001143,0.0005395,4.67E-09,8.09E-09,6.78E-09,8.50E-09,4.88E-09,1.61E-09,5.20E-09,6.08E-09,4.13E-09,2.36E-09,2.47E-09,8.71E-09,9.01E-09,6.67E-09,2.93E-09,0.0013648,0
0.00016009,-0.00042627,-0.00045166,-0.00052069,0.00016371,-0.00015785,-0.00030252,7.02E-05,0.00094521,-7.74E-05,-0.00058412,-3.90E-05,-0.00026271,-0.00030952,-9.85E-05,4.75E-09,6.46E-09,3.05E-09,7.87E-09,8.60E-09,4.69E-09,7.97E-09,3.68E-09,6.26E-09,5.20E-09,3.83E-09,8.20E-09,5.86E-09,7.88E-09,3.52E-09,-0.00079479,1
0.00083972,0.00046437,0.0013508,0.00078912,-0.00014705,-0.00031187,-0.00046348,-0.00062407,-0.00026051,-7.66E-05,0.00017411,-0.00044726,-0.00062306,-0.00035866,-0.0012281,1.63E-09,2.26E-09,9.57E-10,9.76E-09,4.89E-09,3.38E-09,2.81E-10,7.85E-09,7.12E-09,2.13E-09,6.91E-09,7.27E-09,5.07E-11,2.65E-09,9.43E-10,-0.00030464,1
3.48E-05,-0.00057956,0.00096929,-0.0007843,6.32E-05,-0.00090855,-0.00036412,-0.00035288,-0.00047534,0.00097072,0.00076943,0.0010371,0.00055538,-0.00055561,-0.00018189,8.44E-09,1.84E-09,5.24E-09,1.52E-09,2.56E-10,8.67E-09,5.59E-09,1.85E-09,9.69E-09,4.73E-09,9.87E-09,4.08E-09,2.06E-10,9.10E-10,1.21E-09,0.001061,1
-0.001021,-0.0004997,-0.00066733,0.00085204,0.00041639,0.00025178,0.0016693,-9.60E-05,-6.44E-05,-0.00039044,0.00077018,-0.00076756,0.00030861,0.00064176,0.0009582,9.43E-09,1.64E-09,6.96E-09,8.60E-09,4.59E-09,6.99E-09,1.70E-09,3.45E-09,7.69E-09,2.20E-09,4.39E-09,9.04E-09,7.92E-09,3.06E-09,5.12E-09,0.00091659,1
-0.00036658,0.00021576,-5.03E-05,0.00022494,-0.00015713,-0.00028982,-0.00085366,-5.00E-05,-0.0004472,0.00011575,-0.00071528,-0.00087874,0.0013047,0.00030215,-0.00028426,2.87E-09,7.37E-09,4.23E-09,1.10E-09,6.49E-09,1.33E-10,1.38E-09,7.80E-09,5.92E-09,2.13E-09,8.60E-09,3.39E-09,5.11E-09,3.87E-09,3.45E-09,0.00046851,0
-0.0003885,-0.00044212,-0.00033459,-0.00071076,8.57E-05,-6.39E-05,-0.0007953,-0.00071023,-0.00059043,0.00010559,0.00029621,0.00033504,0.00033608,-0.00034842,-0.0011608,4.85E-10,9.69E-09,2.54E-09,1.27E-10,3.90E-09,5.72E-09,9.72E-09,6.26E-09,9.19E-09,7.79E-09,3.73E-09,2.91E-09,1.35E-10,1.44E-09,5.87E-09,0.00048111,0
-0.00011934,-0.0016961,0.00075838,-0.00081141,-0.00030869,-0.00034985,9.56E-05,0.00028593,-0.0015103,-0.0012818,-0.00085907,0.000452,-3.16E-05,-0.00066809,-0.00023545,6.19E-09,6.28E-09,7.98E-09,8.16E-09,4.68E-09,2.45E-09,1.75E-09,7.81E-09,8.73E-10,4.39E-09,6.95E-09,9.33E-09,3.01E-09,6.32E-09,7.86E-09,-0.0011311,1
-0.00026217,0.00025971,-0.0020802,0.0002211,-0.00043275,0.0003526,-0.00070712,0.00085066,-0.00067764,0.0002848,-0.00020403,-0.0012601,6.97E-05,0.0016562,0.00073635,1.15E-09,9.22E-09,9.12E-09,8.86E-09,9.11E-09,6.35E-09,5.25E-09,8.79E-09,7.78E-09,2.25E-09,1.82E-09,7.74E-09,8.19E-09,2.38E-09,6.14E-10,-0.00013717,1
-5.86E-05,1.00E-04,0.0007595,0.00090197,0.00030703,-0.00074321,-0.00057884,0.00055281,-4.26E-05,-0.00052638,0.00054733,-0.00074619,-0.00084736,0.00087072,0.00027903,4.07E-09,1.03E-09,4.07E-09,2.61E-09,3.67E-09,5.57E-10,4.98E-09,1.60E-09,7.02E-09,7.17E-09,6.32E-09,5.76E-09,6.36E-09,3.35E-09,7.76E-10,-0.00016076,1
-0.00095949,0.00039873,0.00030649,8.01E-06,-0.00087234,0.00028143,-0.0010321,-0.00023387,-0.00030714,-0.00011158,-0.00045941,-0.00039304,-0.00050918,0.0010704,0.0010739,7.34E-09,3.57E-09,9.54E-09,8.41E-09,9.07E-09,9.85E-09,2.38E-10,9.33E-09,3.16E-09,6.24E-09,1.54E-09,8.88E-09,4.25E-10,6.18E-09,7.41E-10,-0.00088502,0
-0.00017766,0.0015587,0.00028778,0.00057654,-6.05E-05,0.00090937,-0.00025273,-0.00031634,0.00067241,-7.44E-05,0.00051937,-0.0011536,-0.00099961,-0.0002702,-0.00029742,3.06E-09,1.91E-09,9.40E-09,4.11E-09,3.43E-09,5.08E-09,2.81E-10,5.47E-09,8.24E-09,2.24E-09,2.63E-09,7.80E-09,3.33E-09,9.30E-10,7.43E-09,-0.0001093,0
-0.00081526,0.00070847,-0.00085068,-0.00056135,-0.0006338,0.00082443,-0.00093345,-0.00087558,-3.54E-05,-5.20E-05,-0.00016209,-0.00036077,0.00031332,-0.00089649,-0.00083182,1.76E-09,3.61E-09,8.94E-09,2.00E-09,8.76E-09,4.82E-09,3.14E-09,1.94E-09,4.31E-09,5.64E-09,1.13E-09,4.94E-09,3.32E-09,6.87E-10,2.86E-10,0.00015539,0
0.00063994,0.00033034,-0.00081263,7.31E-05,-0.00081628,0.00020979,0.00045311,-0.00045076,-0.00022309,0.00026681,0.00082554,0.00020727,2.96E-05,-0.00060871,-7.94E-07,6.42E-09,2.65E-09,3.67E-09,5.15E-09,5.09E-09,4.31E-09,4.24E-09,6.37E-10,7.37E-09,7.49E-09,2.55E-09,9.11E-09,5.68E-09,2.96E-09,1.39E-09,0.00071126,1
0.00073454,-1.36E-05,0.00066659,-0.000151,-0.00041234,-0.00010822,-0.00071888,-0.00017081,-6.90E-05,0.0014807,-0.00065252,0.00030804,0.00094971,-0.00017351,0.00042079,2.25E-10,1.22E-09,4.07E-09,2.67E-09,5.69E-09,9.68E-09,2.36E-09,9.77E-09,8.64E-09,8.23E-09,4.91E-09,6.50E-09,7.39E-09,5.03E-09,2.58E-09,0.00015338,1
-7.65E-05,0.00053759,0.00023592,-0.00081325,-0.00043961,0.00017742,-0.0012456,0.0011638,0.00065206,-0.00098929,0.00075098,0.00059695,0.00020429,0.0011772,5.28E-05,1.96E-09,9.05E-09,7.12E-09,3.32E-09,6.26E-09,1.67E-10,8.78E-09,1.05E-09,5.31E-09,8.94E-09,7.17E-09,8.07E-09,4.78E-09,2.44E-09,5.49E-09,0.00087725,0
-0.00061191,0.0015546,0.00073008,-0.0010518,0.00091852,5.63E-05,-7.92E-05,-0.0010609,-0.00049097,0.00012404,0.00046207,0.0010866,-0.0012683,0.0004395,-0.00070637,2.60E-09,8.93E-09,6.26E-09,2.75E-09,3.69E-09,6.71E-10,8.06E-09,4.77E-09,2.55E-10,1.43E-09,8.93E-09,2.42E-09,5.40E-09,1.00E-09,6.94E-09,-0.00025472,0
0.0020705,0.00056354,0.00035563,-0.00084961,-0.00012419,0.00081402,-0.00069621,0.00030857,0.0010446,0.00038831,-0.00019756,-0.00016263,-5.78E-05,-7.14E-05,0.00047024,1.19E-09,1.20E-09,8.83E-09,1.79E-09,4.86E-09,3.38E-09,9.70E-09,2.37E-09,7.67E-09,2.84E-09,7.81E-09,9.98E-09,8.41E-09,5.04E-10,3.85E-10,-0.00014391,0
1.83E-05,-0.00030263,0.00083462,-0.00091628,-1.84E-05,0.000301,0.00059393,0.0012281,-0.00010971,0.00028789,-0.00054022,0.00057117,0.00064302,-0.00011303,-0.00046682,8.75E-09,1.42E-09,6.18E-09,4.93E-09,4.52E-09,1.99E-09,5.48E-09,3.21E-09,5.75E-09,7.51E-09,8.71E-09,6.59E-09,1.90E-09,9.38E-09,7.15E-09,-1.49E-07,1
-0.00027211,-3.12E-05,0.00033317,0.00019896,0.00023434,-0.00014802,0.0004963,0.00045725,0.00034574,-0.00052385,-0.00035703,0.00058544,-0.0007557,0.00049724,-0.00028308,3.53E-09,2.07E-09,5.55E-09,2.98E-09,4.17E-09,9.45E-10,9.06E-09,1.16E-09,8.51E-09,6.06E-09,8.73E-09,5.63E-09,1.24E-09,8.21E-09,5.93E-09,-0.0009259,1
-0.0002469,0.00021501,-0.00014371,-0.00011708,-0.00059174,3.66E-06,-0.00042349,-0.00058268,-0.00034698,9.81E-05,-3.90E-05,0.00032151,0.00028679,-0.00036166,0.00018568,6.40E-09,1.29E-10,5.09E-10,3.63E-09,1.34E-09,2.30E-09,6.42E-09,4.11E-09,9.53E-09,5.97E-09,1.97E-09,3.79E-10,8.55E-09,6.26E-10,1.96E-09,0.00016312,0
-0.00029195,-0.00084617,-0.00089267,7.40E-05,-0.0012165,0.00052515,0.00073252,2.53E-05,0.0001122,-0.00090707,-0.00016713,-0.00057514,-0.0013539,0.00014843,-0.0011178,2.63E-09,6.85E-10,7.22E-11,6.95E-09,5.88E-09,7.20E-09,5.72E-09,4.43E-09,2.84E-11,4.02E-09,7.03E-09,6.41E-09,6.75E-09,5.22E-09,9.78E-10,-0.001593,1
-0.00065115,2.29E-05,-0.00016705,-0.00027314,-0.00070051,-0.00013043,-0.00066861,0.00084528,-0.00020689,-0.0011199,-0.00056024,0.0001048,5.78E-05,-0.00015511,-0.0009795,3.20E-09,8.76E-09,8.13E-09,3.25E-09,1.17E-09,7.61E-09,9.70E-09,7.37E-09,7.06E-09,4.05E-09,7.23E-09,3.58E-09,7.83E-09,8.22E-09,8.85E-09,-0.00054293,0
0.00054908,0.00047481,0.0002456,0.00021178,-0.00042743,-0.0002358,0.00017641,-0.00029493,-0.00050196,-0.00025771,-0.00031572,0.00014707,0.00022986,0.00034944,-2.35E-05,7.87E-09,9.39E-09,2.18E-09,7.78E-09,9.46E-09,7.02E-09,3.58E-09,3.58E-09,8.73E-10,4.20E-09,9.88E-10,3.92E-09,8.53E-09,8.19E-09,3.50E-09,-6.50E-05,1
0.00013502,-0.00029805,0.00053998,-0.0001215,-1.81E-05,-0.00066862,-8.42E-05,9.40E-05,0.00051114,0.00066832,-2.10E-05,-0.00013018,-0.00031316,-0.00077095,-0.00026946,2.39E-09,8.16E-09,2.89E-10,7.06E-09,6.38E-09,4.11E-09,4.72E-09,4.04E-09,3.89E-09,4.32E-09,5.81E-09,5.87E-09,6.17E-10,8.58E-09,6.40E-09,-0.00033507,0
0.00028147,-0.00073864,0.00026174,-0.00055605,-0.00046167,0.00016751,4.14E-05,5.69E-05,0.00090161,0.0011186,9.10E-05,0.0003455,0.00082073,0.00049521,0.00050477,3.35E-09,9.25E-09,4.35E-09,3.30E-10,8.46E-10,8.14E-10,2.23E-09,1.50E-10,1.39E-09,4.94E-09,4.97E-10,3.60E-09,9.84E-09,4.78E-09,8.34E-09,0.00057807,1
0.00026973,-8.34E-06,2.99E-05,-0.0011962,0.00050015,-0.00020527,0.0007488,0.00059044,4.91E-05,-0.00076184,0.00069178,0.00012695,1.07E-05,-0.00023382,6.04E-05,2.43E-09,9.12E-09,4.10E-09,1.22E-09,8.51E-09,2.30E-09,6.96E-09,9.69E-09,6.00E-09,5.61E-09,8.19E-09,9.39E-09,8.30E-09,1.19E-09,5.32E-09,0.00069362,1
0.00053483,0.00011379,-0.00049647,0.0006684,-0.00029543,0.00010329,-0.00082692,-0.0010617,-0.00045371,2.53E-06,-0.00051061,-0.0012811,-0.00014084,0.00033211,-0.00028956,3.97E-09,4.13E-09,9.32E-09,4.68E-09,9.86E-09,6.91E-09,3.60E-09,9.21E-09,6.18E-09,3.40E-09,8.27E-09,7.30E-09,3.65E-09,8.57E-09,1.21E-09,-0.00059468,1
-0.00043311,0.0012531,0.00068967,0.0011556,-0.00013266,0.00058506,-8.94E-05,-0.00026031,0.00072631,-0.00081058,-0.00022121,-0.00013322,-0.0007022,0.0012735,0.00073549,8.61E-09,3.19E-09,2.50E-09,5.53E-09,5.43E-09,5.16E-09,1.29E-10,4.71E-09,6.88E-09,4.53E-09,4.40E-09,9.90E-09,1.61E-09,8.43E-09,7.59E-09,-0.00058574,1
0.00024558,0.0011824,0.00034776,8.83E-05,0.00011789,0.00023629,-8.97E-05,0.00024198,0.00072858,-0.0001408,-0.0012039,-0.00054847,-0.00048663,0.00024723,-9.17E-06,2.42E-09,2.10E-09,5.12E-09,7.98E-09,8.30E-09,9.71E-09,4.57E-09,6.90E-09,2.10E-09,3.50E-09,1.28E-09,9.80E-09,1.33E-09,3.49E-09,9.80E-09,-0.0012633,0
-0.00056446,-0.0014445,-0.001185,0.0019919,-0.00062775,0.00032246,2.17E-05,7.41E-05,0.0011606,0.00075081,-0.00059233,7.52E-05,-0.00023097,-0.00094383,0.00025483,1.13E-09,3.35E-09,9.49E-09,3.33E-09,5.83E-09,2.20E-10,9.78E-09,5.46E-09,3.79E-09,3.15E-09,3.26E-09,3.89E-09,5.72E-09,8.33E-09,4.26E-09,-0.0010587,1
0.00084676,0.00074628,-0.0020344,8.48E-05,-0.00071233,0.00031701,-0.00043451,-0.0015176,0.0006806,-0.00035238,-0.00010808,0.0002658,0.00041423,0.00052866,0.00055703,1.45E-10,4.63E-09,5.56E-09,8.55E-09,6.21E-09,1.87E-09,4.58E-09,3.07E-10,4.59E-09,8.61E-09,3.77E-09,6.72E-09,4.42E-10,4.26E-09,5.98E-09,0.0002839,1
-0.0014595,-0.00042587,-0.00036828,0.00014646,-0.0012767,0.00015777,0.00023188,-0.00042767,-0.00070466,0.00046898,-0.00035276,-0.00030587,-0.00047367,0.00069695,-0.00018428,5.40E-12,5.84E-09,9.11E-09,4.60E-09,8.57E-09,9.73E-09,7.69E-09,5.11E-09,6.41E-09,1.11E-09,9.01E-09,7.00E-10,7.94E-09,1.04E-09,8.95E-09,-0.00095743,1
-0.00042945,-0.00046999,5.97E-05,-0.00064403,0.00033007,-0.00055024,-0.00013306,0.00031265,-2.93E-05,-9.70E-05,0.00024319,-0.00042289,0.000983,-3.75E-05,-0.00064291,2.57E-09,8.13E-09,8.23E-09,3.99E-09,6.78E-09,7.11E-09,1.35E-09,4.21E-09,6.01E-09,9.16E-09,4.84E-09,1.83E-09,1.16E-09,1.85E-09,5.37E-09,0.001003,0
0.0014148,-9.25E-05,-0.0013428,-0.0007681,0.00017752,0.0005433,0.00079945,-0.0010273,0.00027987,-0.00032502,-7.92E-05,0.00047208,0.00048549,-0.00039923,-0.0008658,1.77E-09,7.71E-09,1.73E-09,8.24E-09,9.48E-09,8.37E-09,5.20E-09,5.69E-09,9.14E-09,4.07E-09,3.75E-09,8.31E-09,4.81E-09,2.24E-09,6.37E-09,0.00034324,0
-0.00049477,5.28E-05,-0.00025524,-0.00051988,0.00015463,0.00070464,0.0013953,0.00075871,0.00089565,-0.00084918,0.00026095,0.0010146,0.001184,0.0003897,0.0003553,7.42E-09,9.96E-09,1.02E-09,4.98E-10,5.32E-09,2.26E-09,5.06E-09,8.25E-09,3.08E-09,1.79E-09,3.94E-09,9.37E-09,8.56E-09,3.78E-09,5.91E-09,0.0012543,0
0.00048919,-8.35E-05,0.00062955,-0.00099651,-0.00036721,0.00053837,-0.0011817,-0.00077606,-0.000554,0.0011618,-0.00035191,-0.00013911,0.00087605,-0.00020321,-0.00074079,9.45E-09,1.25E-09,1.02E-09,2.72E-09,5.75E-09,8.14E-09,1.00E-08,3.19E-09,8.66E-09,3.25E-09,9.61E-09,9.66E-09,8.62E-09,9.05E-09,6.41E-09,0.00035453,1
0.0007142,-0.00038209,0.00070344,-1.75E-05,-0.00014276,-0.00054825,-0.00047317,-0.00031614,-0.0001018,0.0011308,-0.00045581,0.00063134,0.00019765,0.00016934,9.83E-05,8.97E-09,1.84E-09,4.61E-09,6.87E-09,2.25E-09,4.33E-09,9.08E-09,5.49E-09,4.49E-09,4.68E-09,7.90E-09,2.03E-09,8.05E-09,6.11E-09,9.84E-09,-0.00032817,1
0.00015969,0.00020245,0.00028802,-0.00054232,0.00060339,-0.00057827,-0.00017807,0.00036312,0.00066021,0.00047929,0.00062799,0.00013413,0.00042455,-0.00050915,0.00015398,2.36E-09,4.20E-09,7.25E-09,9.36E-09,8.16E-10,1.19E-09,1.90E-09,6.35E-09,7.33E-09,8.11E-10,2.73E-09,1.04E-09,4.79E-09,5.68E-09,3.84E-10,0.0010333,1
